test_id, mos
test_000, 3.0437440872192383
test_001, 3.272289991378784
test_002, 3.7906320095062256
test_003, 4.30500602722168
test_004, 3.13896107673645
test_005, 3.9902617931365967
test_006, 4.14493465423584
test_007, 4.214183807373047
test_008, 4.414575099945068
test_009, 3.184415102005005
test_010, 3.219841480255127
test_011, 3.9362499713897705
test_012, 4.218925476074219
test_013, 3.191293239593506
test_014, 4.2592082023620605
test_015, 3.466311454772949
test_016, 3.489511251449585
test_017, 4.468304634094238
test_018, 2.8875296115875244
test_019, 4.606954097747803
test_020, 2.7818872928619385
test_021, 3.330202102661133
test_022, 3.441988229751587
test_023, 3.6755173206329346
test_024, 3.3155674934387207
test_025, 4.199316024780273
test_026, 3.2747583389282227
test_027, 2.801356077194214
test_028, 4.153632164001465
test_029, 3.003185272216797
test_030, 2.9818363189697266
test_031, 2.9114439487457275
test_032, 3.355868339538574
test_033, 3.404965400695801
test_034, 3.5034983158111572
test_035, 3.0992538928985596
test_036, 2.9261300563812256
test_037, 2.707585573196411
test_038, 3.7061116695404053
test_039, 4.03279447555542
test_040, 2.96317720413208
test_041, 3.5331125259399414
test_042, 3.2344229221343994
test_043, 3.4458515644073486
test_044, 4.117613315582275
test_045, 4.487796783447266
test_046, 3.7873475551605225
test_047, 3.0796046257019043
test_048, 4.642087936401367
test_049, 3.573331832885742
test_050, 3.1397745609283447
test_051, 4.24551248550415
test_052, 4.436312198638916
test_053, 4.890795707702637
test_054, 2.9567606449127197
test_055, 4.493737697601318
test_056, 4.3556671142578125
test_057, 4.275485992431641
test_058, 3.486992597579956
test_059, 4.072727680206299
test_060, 4.579653263092041
test_061, 3.3445568084716797
test_062, 4.795312404632568
test_063, 3.000079870223999
test_064, 3.903475284576416
test_065, 2.777024269104004
test_066, 3.2123289108276367
test_067, 3.9211034774780273
test_068, 2.826073169708252
test_069, 3.6608757972717285
test_070, 3.4995970726013184
test_071, 3.8204309940338135
test_072, 2.6745376586914062
test_073, 2.752166271209717
test_074, 3.4669647216796875
test_075, 2.7926173210144043
test_076, 3.1971278190612793
test_077, 2.631892442703247
test_078, 2.926194667816162
test_079, 3.413114547729492
test_080, 3.7202842235565186
test_081, 3.1395373344421387
test_082, 4.128698348999023
test_083, 4.0804362297058105
test_084, 3.9752848148345947
test_085, 4.506587505340576
test_086, 3.166008234024048
test_087, 4.251368045806885
test_088, 3.0406298637390137
test_089, 3.302846908569336
test_090, 4.362834930419922
test_091, 4.705842018127441
test_092, 3.4154067039489746
test_093, 3.3861491680145264
test_094, 3.069470167160034
test_095, 4.302982330322266
test_096, 4.252195835113525
test_097, 4.228934288024902
test_098, 3.1882236003875732
test_099, 2.74481201171875
test_100, 3.159198760986328
test_101, 3.963562488555908
test_102, 3.8645918369293213
test_103, 4.359230995178223
test_104, 3.163182020187378
test_105, 3.241467237472534
test_106, 3.860933303833008
test_107, 3.1263885498046875
test_108, 2.9174017906188965
test_109, 3.578883171081543
test_110, 3.040534019470215
test_111, 3.320894718170166
test_112, 3.1198487281799316
test_113, 3.0527946949005127
test_114, 3.8431012630462646
test_115, 3.1061031818389893
test_116, 3.100646495819092
test_117, 3.2620084285736084
test_118, 2.9721431732177734
test_119, 3.3565800189971924
test_120, 3.0330374240875244
test_121, 3.497760534286499
test_122, 3.187380790710449
test_123, 2.9440717697143555
test_124, 3.0359039306640625
test_125, 3.546173334121704
test_126, 3.963480234146118
test_127, 4.617613792419434
test_128, 4.1812520027160645
test_129, 4.33174991607666
test_130, 3.9755115509033203
test_131, 4.71205472946167
test_132, 3.1761436462402344
test_133, 3.883760452270508
test_134, 3.257709503173828
test_135, 3.060152292251587
test_136, 4.097245693206787
test_137, 4.377211093902588
test_138, 3.894340753555298
test_139, 3.0714640617370605
test_140, 4.342214584350586
test_141, 3.1689488887786865
test_142, 3.4153389930725098
test_143, 4.263360500335693
test_144, 4.379002094268799
test_145, 4.373444080352783
test_146, 3.5024168491363525
test_147, 2.8420372009277344
test_148, 3.6833338737487793
test_149, 3.5146210193634033
test_150, 2.9298653602600098
test_151, 3.4800140857696533
test_152, 3.840301752090454
test_153, 3.1672720909118652
test_154, 2.725534677505493
test_155, 3.062124252319336
test_156, 3.7658400535583496
test_157, 3.122131586074829
test_158, 3.4525773525238037
test_159, 2.951488971710205
test_160, 3.0577423572540283
test_161, 3.626736640930176
test_162, 3.9939820766448975
test_163, 4.1361083984375
test_164, 4.740658760070801
test_165, 4.618931293487549
test_166, 3.1483354568481445
test_167, 3.5192863941192627
test_168, 2.9612834453582764
test_169, 4.000581741333008
test_170, 2.975879192352295
test_171, 2.922349214553833
test_172, 3.4265055656433105
test_173, 3.710655450820923
test_174, 3.2860770225524902
test_175, 3.727729558944702
test_176, 3.423609972000122
test_177, 3.4856202602386475
test_178, 3.4606213569641113
test_179, 3.5019593238830566
test_180, 3.3204615116119385
test_181, 3.5525543689727783
test_182, 3.447587251663208
test_183, 3.0956435203552246
test_184, 3.1635632514953613
test_185, 4.223383903503418
test_186, 3.125152111053467
test_187, 3.2329063415527344
test_188, 4.616589069366455
test_189, 3.097616195678711
test_190, 2.917607307434082
test_191, 4.690423488616943
test_192, 2.897697687149048
test_193, 3.081717014312744
test_194, 2.672849178314209
test_195, 3.2439022064208984
test_196, 4.472976207733154
test_197, 3.0631422996520996
test_198, 3.606402635574341
test_199, 3.287879705429077
test_200, 3.523548126220703
test_201, 2.977057695388794
test_202, 3.0255391597747803
test_203, 3.2250349521636963
test_204, 3.7669503688812256
test_205, 2.801015853881836
test_206, 2.5975658893585205
test_207, 4.494151592254639
test_208, 3.21429705619812
test_209, 3.7204957008361816
test_210, 3.5576517581939697
test_211, 3.231377601623535
test_212, 3.7713892459869385
test_213, 2.861478328704834
test_214, 2.9548282623291016
test_215, 2.9566118717193604
test_216, 3.7910959720611572
test_217, 2.8305845260620117
test_218, 2.725024700164795
test_219, 2.7392990589141846
test_220, 2.936295986175537
test_221, 2.765544891357422
test_222, 2.504934310913086
test_223, 2.605015754699707
test_224, 3.032428503036499
test_225, 3.5717177391052246
test_226, 2.8066458702087402
test_227, 3.050727605819702
test_228, 3.1435091495513916
test_229, 2.8692591190338135
test_230, 3.0089545249938965
test_231, 3.068873882293701
test_232, 3.232776165008545
test_233, 3.0597541332244873
test_234, 3.14591646194458
test_235, 2.680593967437744
test_236, 3.1618523597717285
test_237, 2.7726032733917236
test_238, 2.783026695251465
test_239, 2.581652879714966
test_240, 2.8016481399536133
test_241, 2.479921340942383
test_242, 2.2990574836730957
test_243, 3.028215169906616
test_244, 3.649522542953491
test_245, 3.39400577545166
test_246, 2.7460854053497314
test_247, 2.853998899459839
test_248, 2.9351470470428467
test_249, 2.7397420406341553
test_250, 2.8965773582458496
test_251, 2.8610243797302246
test_252, 2.6593542098999023
test_253, 2.865980386734009
test_254, 3.0042357444763184
test_255, 2.8876047134399414
test_256, 3.623760461807251
test_257, 2.699671506881714
test_258, 2.6798183917999268
test_259, 3.0434389114379883
test_260, 3.0223491191864014
test_261, 4.29184103012085
test_262, 2.674316883087158
test_263, 3.9761083126068115
test_264, 3.2632832527160645
test_265, 3.275184154510498
test_266, 2.9289867877960205
test_267, 3.9314167499542236
test_268, 4.3935370445251465
test_269, 3.5381534099578857
test_270, 2.7695491313934326
test_271, 2.8954999446868896
test_272, 3.466719627380371
test_273, 3.218491315841675
test_274, 3.4077565670013428
test_275, 3.530637264251709
test_276, 3.213942527770996
test_277, 3.124657392501831
test_278, 3.189189910888672
test_279, 3.223559617996216
test_280, 3.2051830291748047
test_281, 3.7591054439544678
test_282, 3.0015225410461426
test_283, 2.8962907791137695
test_284, 4.068404197692871
test_285, 3.1246604919433594
test_286, 3.2471299171447754
test_287, 3.238872766494751
test_288, 4.167730808258057
test_289, 4.642387390136719
test_290, 4.867629528045654
test_291, 4.533967971801758
test_292, 3.3085272312164307
test_293, 3.770671844482422
test_294, 3.3518385887145996
test_295, 4.579217433929443
test_296, 3.071356773376465
test_297, 3.3415873050689697
test_298, 4.3914313316345215
test_299, 4.413393974304199
test_300, 3.456627607345581
test_301, 4.562529563903809
test_302, 3.5163931846618652
test_303, 4.2190937995910645
test_304, 3.140761137008667
test_305, 3.287050485610962
test_306, 3.103353500366211
test_307, 3.2151095867156982
test_308, 3.515003204345703
test_309, 3.2027180194854736
test_310, 3.1104190349578857
test_311, 2.7278976440429688
test_312, 2.7248661518096924
test_313, 3.6726391315460205
test_314, 3.8132987022399902
test_315, 2.976531744003296
test_316, 4.134239196777344
test_317, 2.5299322605133057
test_318, 4.628577709197998
test_319, 2.9540815353393555
test_320, 2.5058228969573975
test_321, 3.8440287113189697
test_322, 2.7712042331695557
test_323, 2.1513030529022217
test_324, 3.23636794090271
test_325, 3.2635719776153564
test_326, 1.8149255514144897
test_327, 3.8388288021087646
test_328, 2.480649709701538
test_329, 2.9428412914276123
test_330, 2.6441545486450195
test_331, 2.695923328399658
test_332, 2.7025349140167236
test_333, 3.5553932189941406
test_334, 2.4361515045166016
test_335, 2.6617391109466553
test_336, 3.2994179725646973
test_337, 3.3392584323883057
test_338, 3.073213815689087
test_339, 3.433018922805786
test_340, 4.087296485900879
test_341, 3.179936408996582
test_342, 2.3079209327697754
test_343, 3.2716424465179443
test_344, 3.3067467212677
test_345, 3.305589199066162
test_346, 3.1132006645202637
test_347, 4.307753562927246
test_348, 3.582367181777954
test_349, 3.120899200439453
test_350, 2.7819066047668457
test_351, 3.297208547592163
test_352, 3.0466625690460205
test_353, 4.307543754577637
test_354, 3.670851469039917
test_355, 3.5529282093048096
test_356, 4.42823600769043
test_357, 4.598154067993164
test_358, 3.6356799602508545
test_359, 2.998093605041504
test_360, 3.160128116607666
test_361, 3.8842413425445557
test_362, 3.127305507659912
test_363, 3.052281618118286
test_364, 3.641000986099243
test_365, 4.352166175842285
test_366, 3.4218084812164307
test_367, 3.502484083175659
test_368, 4.437607288360596
test_369, 3.2878615856170654
test_370, 4.216202259063721
test_371, 2.609855890274048
test_372, 3.543718099594116
test_373, 4.1910881996154785
test_374, 2.989375591278076
test_375, 3.4411234855651855
test_376, 3.457324266433716
test_377, 4.52403450012207
test_378, 2.575313091278076
test_379, 4.00195837020874
test_380, 4.304005146026611
test_381, 3.433762788772583
test_382, 3.9020590782165527
test_383, 2.6589863300323486
test_384, 3.2255592346191406
test_385, 4.239851474761963
test_386, 3.3077497482299805
test_387, 4.4922566413879395
test_388, 4.478763580322266
test_389, 4.386569976806641
test_390, 4.688766956329346
test_391, 3.8217389583587646
test_392, 4.853470802307129
test_393, 3.287524700164795
test_394, 3.430311918258667
test_395, 3.797363758087158
test_396, 3.292884111404419
test_397, 4.142279148101807
test_398, 3.64860463142395
test_399, 4.529841899871826
test_400, 4.457327842712402
